141.211.4.215,1,2
207.75.164.43,0,1
141.217.20.126,0,1
141.211.153.74,0,1
141.214.172.248,1,2
198.108.220.112,0,1
141.211.43.122,1,2
192.138.137.10,0,3
141.211.194.90,1,2
141.211.94.206,1,2
141.211.3.15,1,2
141.211.21.147,0,4
141.212.113.145,0,1
136.228.56.75,0,1
141.211.7.161,1,2
141.213.3.38,0,1
141.211.218.118,0,2
141.193.178.236,1,2
141.211.55.28,1,2
141.193.178.212,1,2
192.231.113.159,0,1
207.73.7.25,0,1
141.209.175.12,1,2
141.214.172.254,1,2
35.8.29.87,0,2
35.39.169.233,0,2
198.110.199.73,1,2
198.108.220.103,0,1
35.9.15.190,0,1
192.122.184.169,1,2
35.8.163.180,0,2
141.216.10.72,0,1
141.214.147.14,1,2
141.211.184.11,0,1
141.214.120.17,0,2
35.8.35.147,1,2
141.214.9.162,0,1
35.12.130.41,0,1
207.75.117.0,0,1
141.211.168.185,1,2
35.8.72.159,1,2
204.38.12.106,0,1
141.214.186.75,1,2
192.153.163.31,1,2
35.8.223.15,1,2
35.8.7.132,0,1
141.213.11.69,1,2
198.108.140.102,0,1
141.211.3.79,0,1
141.211.7.83,1,2
35.8.26.21,1,2
141.212.113.110,1,2
198.110.48.197,0,1
35.9.12.42,0,1
207.74.89.103,1,2
35.9.71.50,0,2
141.211.200.8,1,2
207.74.68.173,0,2
35.8.11.3,1,2
141.211.28.12,0,2
35.8.12.214,0,1
207.74.24.43,1,2
141.216.10.131,1,2
141.211.55.20,1,2
141.211.217.121,1,2
207.74.21.76,1,2
207.74.79.195,0,1
35.9.68.166,0,1
207.74.24.86,0,2
141.211.182.247,1,2
148.61.13.133,0,2
198.108.148.28,0,1
198.111.176.178,0,1
141.214.9.163,1,2
141.217.21.246,1,2
141.211.7.148,0,1
198.108.199.128,0,2
141.211.55.39,0,2
141.214.120.18,1,2
204.38.12.108,1,2
173.225.184.147,0,1
141.211.28.136,0,1
35.8.12.126,1,2
141.212.114.155,0,4
35.9.123.51,1,2
198.108.148.35,0,1
35.8.12.236,0,2
198.109.24.33,1,2
192.122.184.182,0,2
198.108.218.166,0,2
198.108.199.45,1,2
204.38.89.157,0,2
35.8.223.56,0,1
141.211.182.228,1,2
198.109.227.132,1,2
141.211.4.250,0,1
136.228.35.149,1,2
35.8.224.69,1,2
164.76.229.231,1,2
141.211.4.120,2,4
141.193.178.221,0,1
141.211.169.55,0,2
198.110.206.9,1,2
35.39.169.232,1,2
141.211.217.85,0,1
141.211.217.164,1,2
35.9.102.72,1,2
141.211.3.25,1,2
141.218.155.220,1,2
192.122.184.161,0,1
141.211.200.108,1,2
207.75.208.142,1,2
136.228.36.59,1,2
141.214.120.19,0,1
161.57.12.1,1,2
141.211.4.241,1,2
141.211.4.41,0,1
141.214.2.107,0,1
141.211.55.16,0,1
207.75.164.28,1,2
141.211.4.151,0,1
35.12.4.32,0,1
35.12.141.66,0,1
141.211.4.23,0,2
208.68.25.241,1,2
164.76.158.123,1,2
207.73.217.21,1,2
198.109.227.133,1,2
141.218.173.27,1,2
136.228.36.83,0,2
198.110.216.125,0,2
141.211.229.121,0,2
136.228.38.4,1,2
141.211.217.171,1,2
207.75.234.46,0,1
207.74.61.88,0,1
141.214.2.91,0,1
192.122.184.184,0,2
198.111.181.23,2,4
207.75.164.159,1,2
35.8.12.144,1,2
35.8.12.25,0,2
141.213.58.228,1,2
141.211.28.114,0,3
141.214.9.155,0,1
