141.211.217.35,1,2
141.217.0.155,1,2
141.211.184.20,0,1
35.9.123.6,0,1
141.211.4.219,0,1
66.202.198.62,0,1
198.108.199.6,0,1
35.9.20.19,0,1
198.111.214.27,0,1
141.211.3.70,0,1
141.211.33.81,1,2
35.8.100.238,0,1
141.212.104.33,0,1
198.111.176.156,0,1
69.58.58.153,1,2
192.41.236.105,0,1
141.211.168.185,0,1
141.214.4.19,0,1
69.58.58.203,1,2
141.211.54.180,0,1
198.109.240.116,0,1
35.8.100.233,1,2
208.68.25.100,0,1
207.74.209.26,0,1
141.214.16.54,0,1
164.76.158.155,1,2
164.76.158.224,1,2
198.109.71.82,0,1
141.209.15.49,1,2
198.109.240.103,1,2
192.138.137.139,0,1
35.9.189.41,1,2
141.214.147.14,0,1
141.211.3.48,0,1
66.202.198.76,1,2
141.212.114.121,0,1
163.253.36.30,0,1
198.111.164.174,0,1
207.73.7.15,0,1
66.219.120.68,0,1
141.215.60.34,0,1
141.193.178.178,0,1
141.211.4.14,1,2
198.108.98.21,1,2
141.211.217.192,0,1
141.210.164.133,0,1
35.8.48.51,0,1
141.209.110.20,0,1
198.110.203.113,1,2
141.211.3.64,0,1
136.228.38.46,0,1
141.211.61.44,1,2
141.211.4.38,1,2
141.193.177.137,0,1
35.8.12.187,1,2
141.217.0.118,1,2
141.193.177.173,0,1
141.193.177.225,0,1
141.213.3.26,0,1
204.38.89.104,0,1
198.110.203.136,0,1
198.109.27.9,0,1
