141.193.177.146,256,512
204.38.22.36,127,256
141.211.147.138,1,2
141.211.7.146,256,512
141.211.4.34,256,512
207.74.195.43,256,512
64.113.59.172,1,2
204.11.35.188,0,5
141.216.10.21,256,512
141.214.16.91,256,512
141.211.54.244,256,512
141.211.184.176,256,512
35.9.18.238,256,512
64.113.57.143,1,2
207.75.118.69,16,32
141.211.94.175,256,512
141.193.178.243,256,512
141.211.217.185,256,512
141.211.160.111,256,512
204.38.89.151,127,256
207.190.177.219,16,32
35.9.18.29,256,512
141.214.172.254,127,256
198.109.24.92,48,96
153.106.8.11,256,512
198.110.194.2,256,512
141.211.55.46,256,512
153.106.200.182,256,512
35.8.12.100,256,512
198.108.193.153,13,32
141.193.178.213,256,512
207.73.217.21,256,512
141.214.120.141,256,512
35.8.12.20,256,512
35.9.170.19,256,512
141.211.217.132,256,512
198.108.220.151,256,512
35.8.88.242,32,64
141.212.115.207,127,256
35.8.12.204,1,2
66.219.122.4,32,64
198.108.140.106,256,512
35.8.12.29,6,12
141.211.149.31,3,6
206.57.162.50,127,256
35.12.4.11,256,512
141.217.21.244,16,32
198.109.219.253,256,512
64.113.57.78,0,4
141.211.217.18,32,64
141.209.170.37,12,24
141.216.78.40,256,512
198.110.206.9,1,2
198.110.48.186,256,512
198.110.48.178,256,512
141.211.54.155,64,128
164.76.158.240,127,256
141.211.4.141,256,512
192.111.54.122,1,8
141.211.3.6,256,512
35.9.37.147,256,512
35.8.232.17,256,512
35.8.7.178,8,16
141.211.3.66,256,512
35.8.230.27,256,512
198.108.148.35,256,512
74.3.176.88,0,1
141.212.113.212,127,256
141.212.113.24,1,2
35.9.20.246,256,512
50.227.122.254,256,512
35.8.12.24,64,128
35.8.12.155,16,32
35.8.29.136,256,512
207.190.183.71,127,256
198.111.214.22,256,512
141.193.178.19,1,2
141.211.182.39,8,16
207.75.82.58,256,512
69.58.58.245,32,64
141.211.7.145,256,512
64.113.50.25,0,1
141.211.3.72,256,512
67.194.254.186,256,512
141.211.235.34,256,512
198.108.221.106,256,512
208.79.212.229,256,512
66.202.198.73,256,512
64.113.50.66,1,2
64.113.50.35,4,8
35.9.188.115,256,512
35.8.33.139,1,2
35.8.12.191,1,2
141.214.9.170,256,512
141.211.55.29,256,512
141.212.110.95,12,24
141.193.177.58,0,8
141.211.7.169,1,2
206.57.244.23,127,256
198.108.199.24,32,64
35.8.12.221,128,256
208.68.25.46,4,8
